N,P,K,temperature,humidity,ph,rainfall,label
119.3,73.7,45.5,30.7,79.3,5.87,126.1,banana
87.3,55.3,45.0,22.2,87.9,6.5,231.2,rice
103.6,53.1,23.9,24.5,67.1,6.35,78.1,cotton
14.1,36.1,29.6,30.7,59.8,6.2,98.3,mango
83.6,36.2,31.5,23.4,80.5,7.12,120.3,jute
14.8,113.6,184.6,27.0,72.0,5.95,70.0,grapes
46.0,63.6,90.6,14.9,17.5,7.07,79.9,chickpea
116.3,53.7,18.6,29.0,73.6,6.98,81.5,cotton
24.5,29.6,33.4,31.0,29.8,6.42,114.8,mango
70.2,50.4,32.4,28.7,75.2,6.7,147.4,jute
95.4,19.5,56.3,23.5,80.4,6.47,32.8,watermelon
23.2,105.9,194.5,23.8,82.4,6.0,74.7,grapes
109.6,87.0,32.2,28.9,87.6,6.38,90.9,banana
80.8,31.6,20.5,21.0,74.3,6.0,110.5,maize
100.4,31.9,42.7,26.8,60.0,7.11,214.0,coffee
23.8,21.5,9.7,22.6,92.2,7.66,96.7,orange
20.5,18.5,6.0,22.5,94.6,6.91,123.3,orange
107.2,30.3,20.9,25.8,69.1,5.54,129.1,maize
83.4,55.2,47.6,24.6,85.0,6.56,212.8,jute
68.9,54.3,57.1,24.9,79.4,7.19,179.9,jute
31.5,80.1,17.3,18.6,66.1,6.32,44.0,lentil
42.3,56.7,90.3,15.3,14.0,6.75,63.3,chickpea
24.7,50.5,79.2,18.1,21.0,7.04,44.1,chickpea
111.8,42.0,14.2,26.8,61.1,6.34,74.3,cotton
16.1,69.7,26.1,20.1,61.4,6.73,64.4,lentil
20.7,18.0,12.8,24.8,95.7,7.57,107.0,orange
71.8,53.6,51.7,22.6,75.7,6.14,236.2,rice
58.7,44.5,27.6,25.2,88.6,6.31,193.4,jute
20.5,125.4,204.3,23.8,78.0,6.31,76.5,grapes
27.7,11.8,3.4,22.6,100.0,6.9,125.5,orange
104.1,72.3,47.7,28.1,70.1,5.72,98.7,banana
92.8,30.7,31.7,27.6,64.5,5.45,157.1,coffee
23.4,43.3,29.5,31.7,50.2,5.71,94.6,mango
69.6,47.1,19.0,16.3,57.5,6.09,75.2,maize
22.0,14.4,8.6,23.1,88.0,7.36,91.6,orange
111.0,18.0,50.7,26.0,82.9,7.12,43.9,watermelon
88.8,82.8,49.4,26.3,77.5,5.44,85.3,banana
24.5,15.1,6.1,22.4,90.8,7.02,104.9,orange
123.4,74.2,43.8,28.5,60.9,6.07,98.5,banana
96.4,83.4,51.0,29.0,71.0,5.25,107.8,banana
106.7,79.2,69.2,25.6,74.5,6.14,87.7,banana
26.4,51.0,19.8,16.5,65.6,7.41,42.4,lentil
78.1,51.6,17.9,24.7,57.8,6.05,104.0,maize
84.8,11.9,32.1,27.9,61.2,5.82,159.2,coffee
98.9,80.2,45.2,31.1,78.4,5.72,97.0,banana
85.3,50.8,19.0,22.1,63.7,6.8,81.0,maize
26.8,52.2,91.1,19.2,18.3,7.3,65.4,chickpea
100.4,42.9,23.5,28.6,72.8,6.77,75.3,cotton
72.8,45.5,42.5,29.4,76.4,6.57,198.4,jute
60.8,50.1,42.0,23.9,82.4,7.4,164.9,jute
76.5,48.7,17.4,25.9,62.7,5.95,89.0,maize
26.3,14.5,6.0,23.1,93.7,6.57,111.1,orange
16.1,104.8,194.8,30.6,76.7,5.57,59.9,grapes
18.3,18.1,35.7,31.9,59.4,6.52,93.6,mango
16.3,34.6,41.0,31.0,41.5,5.34,116.4,mango
95.7,47.4,28.7,21.8,86.4,6.95,220.1,rice
21.4,23.9,23.5,33.9,63.3,6.19,51.0,mango
87.8,55.8,40.1,27.2,82.5,6.42,223.7,rice
19.6,15.0,27.9,27.7,59.7,6.59,115.3,mango
50.1,45.3,77.2,16.5,14.0,7.4,74.8,chickpea
94.1,15.6,48.3,27.4,87.7,6.88,30.3,watermelon
41.9,57.1,20.6,19.6,56.7,6.23,111.3,maize
107.4,56.1,26.3,27.8,47.8,6.36,61.7,maize
15.3,127.0,205.0,25.1,83.3,6.2,77.7,grapes
85.4,23.1,23.8,22.2,60.3,7.3,142.0,coffee
93.8,39.8,10.0,22.3,71.5,6.64,55.8,maize
60.8,33.9,26.7,19.2,59.1,6.93,83.6,maize
13.8,137.1,202.8,22.6,79.4,5.79,54.7,grapes
23.2,10.9,17.5,17.6,80.7,6.69,128.0,orange
38.7,57.9,89.4,19.9,18.3,7.08,61.2,chickpea
75.9,36.3,18.7,27.7,58.1,7.38,104.6,maize
74.6,65.0,36.5,24.1,82.2,6.74,188.6,jute
20.7,143.3,205.0,22.3,87.7,6.1,43.2,grapes
91.0,29.4,21.0,21.5,74.9,5.95,62.8,maize
26.0,9.8,12.4,25.9,93.3,5.86,112.1,orange
115.5,68.9,49.8,24.4,75.3,6.85,100.6,banana
23.4,52.7,20.4,16.9,63.2,6.98,45.2,lentil
83.9,74.4,58.7,28.2,82.4,5.99,96.3,banana
80.5,34.3,38.7,21.1,56.3,6.66,189.7,coffee
13.5,18.7,11.9,22.2,94.8,7.52,92.9,orange
24.7,58.4,28.9,24.2,71.9,7.27,42.3,lentil
77.2,41.2,22.9,28.6,73.4,6.65,108.0,cotton
46.5,70.4,97.8,18.6,19.7,6.48,63.4,chickpea
85.2,30.8,24.7,24.6,62.3,5.51,76.5,maize
94.2,64.0,56.0,29.5,82.3,6.2,173.1,jute
122.4,47.1,21.7,24.0,71.5,6.61,123.0,cotton
104.3,99.7,36.0,28.2,79.9,6.45,100.9,banana
89.6,45.8,16.1,26.5,61.0,5.74,67.3,maize
37.4,46.0,95.2,16.5,18.0,7.24,79.0,chickpea
20.0,57.8,9.2,24.5,76.4,7.44,71.8,lentil
16.3,8.7,9.9,19.7,87.8,7.46,103.9,orange
6.3,112.5,205.0,24.9,80.9,5.84,59.6,grapes
67.9,51.1,30.4,22.4,59.4,6.44,69.5,maize
109.1,18.4,64.8,24.2,85.0,6.95,31.9,watermelon
87.4,17.8,23.0,25.9,63.3,6.93,186.2,coffee
103.9,89.7,60.2,28.0,81.2,5.8,84.5,banana
53.6,56.1,70.1,22.2,14.0,7.67,68.6,chickpea
16.9,41.0,20.5,23.4,63.5,6.55,40.3,lentil
73.3,52.6,32.5,25.3,74.6,6.48,257.4,rice
82.4,40.9,34.2,25.3,80.1,6.25,220.3,jute
118.4,55.7,23.1,27.8,66.9,6.3,71.8,cotton
23.9,16.6,6.8,21.3,93.1,6.63,98.4,orange
73.8,32.5,45.7,26.5,78.8,6.09,168.0,jute
91.8,43.0,27.6,22.1,60.0,6.7,207.7,coffee
96.5,41.9,26.8,23.7,67.5,6.71,99.7,maize
13.9,136.9,205.0,23.1,79.8,5.99,67.2,grapes
17.6,11.6,10.9,24.4,86.9,6.97,114.6,orange
16.4,36.5,27.6,35.7,58.3,5.7,63.0,mango
39.1,40.9,80.0,18.4,18.5,7.58,57.4,chickpea
86.7,22.2,44.5,23.6,87.5,6.44,35.4,watermelon
98.3,24.0,23.9,27.4,70.9,6.33,74.2,maize
7.0,15.8,31.1,32.1,61.9,5.88,100.6,mango
67.1,23.8,46.3,26.0,77.2,6.77,284.7,rice
107.1,25.4,24.0,27.5,58.8,6.49,161.1,coffee
91.7,18.3,54.2,27.2,90.4,6.58,42.3,watermelon
69.3,45.2,40.2,26.8,82.6,6.7,214.8,rice
115.8,82.2,52.2,26.5,76.7,5.3,109.8,banana
101.7,87.2,39.4,29.2,72.0,5.78,107.3,banana
115.1,73.0,67.3,25.5,75.9,6.06,112.6,banana
112.5,31.8,31.6,24.0,43.6,6.09,154.1,coffee
79.1,63.8,31.5,26.1,86.4,6.31,266.8,rice
92.9,22.8,19.4,26.3,72.8,6.3,61.4,cotton
87.4,43.8,22.4,29.2,80.6,6.21,168.5,jute
84.2,59.8,38.4,21.6,83.8,5.54,165.9,rice
65.7,48.2,43.9,22.9,84.8,6.79,175.6,rice
98.4,15.0,58.4,25.9,86.7,6.26,41.5,watermelon
83.0,36.1,18.2,24.3,56.6,5.81,96.5,maize
120.7,47.0,20.3,27.8,70.5,7.08,70.8,cotton
43.1,61.4,77.1,14.2,15.2,7.54,67.3,chickpea
15.1,11.3,10.7,20.9,84.5,6.76,118.3,orange
19.0,126.0,205.0,23.1,79.0,6.41,65.8,grapes
96.6,36.9,8.3,23.2,43.3,6.6,159.2,coffee
24.8,21.9,11.1,21.7,95.3,7.05,91.8,orange
66.2,57.0,2.4,23.8,57.6,5.48,71.3,maize
16.2,6.9,33.9,32.8,52.0,5.74,66.5,mango
79.5,49.2,18.7,28.1,68.0,6.09,92.1,maize
38.3,53.8,79.2,14.6,14.8,7.5,26.5,chickpea
32.5,67.8,91.7,21.9,16.4,7.58,67.7,chickpea
17.9,20.2,11.7,23.9,96.5,6.66,117.0,orange
86.4,10.0,36.7,26.8,86.5,6.44,48.8,watermelon
53.8,65.8,70.5,18.9,17.7,7.48,63.2,chickpea
102.8,25.3,36.5,25.7,62.2,6.68,168.5,coffee
122.8,39.2,14.3,31.0,73.5,7.58,93.6,cotton
16.6,134.6,205.0,24.2,94.9,5.82,72.8,grapes
70.6,36.7,31.4,25.6,76.9,6.88,201.6,rice
124.1,46.0,26.6,29.3,79.0,7.2,69.6,cotton
78.0,48.0,35.9,22.9,69.1,5.99,139.7,maize
22.0,38.8,33.8,30.5,50.3,5.38,113.5,mango
22.9,18.3,9.9,21.4,92.8,6.78,83.4,orange
94.3,50.5,47.4,27.8,79.0,5.58,103.2,banana
90.4,22.0,59.1,27.3,86.1,6.55,43.0,watermelon
120.7,33.1,16.3,25.7,66.6,6.76,87.7,cotton
21.4,31.5,33.5,34.3,37.7,5.36,93.7,mango
23.5,67.2,17.3,25.1,62.2,7.1,47.9,lentil
19.4,67.4,14.1,18.5,76.3,6.38,32.5,lentil
37.5,63.2,99.4,15.0,14.0,6.91,62.3,chickpea
16.8,21.5,20.0,30.3,50.2,6.71,135.8,mango
24.0,70.9,36.5,17.7,74.1,6.65,27.4,lentil
19.6,78.9,15.2,26.7,64.2,7.39,48.0,lentil
24.4,17.6,24.7,30.3,46.2,5.61,121.1,mango
20.8,18.7,14.3,26.1,87.8,6.41,94.2,orange
27.6,14.4,35.0,28.2,54.1,6.23,122.2,mango
19.1,9.9,15.2,25.3,95.0,6.94,146.6,orange
6.3,54.5,28.3,22.0,65.3,7.04,40.6,lentil
18.1,57.3,15.7,19.4,55.1,6.31,49.7,lentil
19.0,11.7,3.2,17.4,88.6,6.19,124.7,orange
98.0,23.5,47.4,25.0,47.7,7.24,125.9,coffee
73.2,56.2,27.9,22.1,53.3,6.35,64.8,maize
22.3,102.5,205.0,21.1,76.0,5.94,52.3,grapes
82.8,25.2,27.8,25.3,64.5,6.24,200.8,coffee
75.0,39.4,59.1,27.6,80.0,5.24,249.8,rice
18.8,12.5,30.8,28.2,55.6,5.72,119.9,mango
82.1,39.1,31.4,29.4,85.7,5.98,219.7,rice
13.4,52.9,21.6,20.0,69.1,7.49,40.1,lentil
19.5,24.7,25.2,31.4,55.2,5.57,93.1,mango
27.3,71.5,23.8,20.4,75.2,6.58,24.8,lentil
19.5,26.8,4.6,23.0,100.0,7.41,145.6,orange
19.1,117.2,169.5,20.5,88.6,6.51,63.9,grapes
107.6,84.6,43.3,25.5,84.7,5.54,121.6,banana
32.9,29.4,27.1,33.4,56.0,6.19,85.1,mango
127.4,39.1,22.5,29.1,69.7,6.5,97.8,cotton
79.6,56.6,24.8,24.1,75.1,6.43,187.2,rice
97.3,3.9,74.3,26.9,84.4,6.16,25.7,watermelon
24.9,51.4,19.1,20.1,54.1,6.95,55.5,lentil
23.0,61.4,80.3,11.2,14.0,7.27,61.0,chickpea
12.4,98.5,205.0,25.9,79.5,5.49,55.5,grapes
12.1,33.6,26.9,32.8,55.6,6.01,79.5,mango
10.7,11.8,6.4,18.7,97.1,6.78,140.4,orange
9.3,26.2,21.5,32.3,51.0,5.93,119.1,mango
25.8,46.6,73.2,11.4,14.0,7.41,86.9,chickpea
115.1,48.6,27.7,29.7,90.4,6.45,106.0,cotton
16.2,39.1,26.1,33.2,50.6,5.79,89.0,mango
98.0,11.3,33.4,23.6,79.5,5.96,58.9,watermelon
91.3,84.0,35.7,25.1,67.7,5.9,109.6,banana
87.0,13.2,38.9,25.0,83.4,5.98,42.6,watermelon
135.4,39.0,22.5,25.2,67.1,6.62,81.0,cotton
84.7,11.6,27.4,24.2,57.3,6.3,152.2,coffee
15.0,61.1,31.8,16.6,53.7,6.14,48.3,lentil
103.3,0.0,40.0,26.6,84.6,6.83,38.7,watermelon
22.6,112.9,172.2,24.2,87.2,6.29,74.9,grapes
86.3,37.8,43.7,23.5,81.8,7.04,179.0,rice
112.7,68.8,38.2,29.6,76.0,5.64,122.3,banana
26.4,17.6,35.0,30.8,41.5,6.57,65.2,mango
97.7,39.1,25.7,25.6,60.3,6.15,77.4,cotton
104.7,20.0,28.8,24.5,61.9,5.98,174.9,coffee
25.2,117.5,150.2,23.3,80.4,6.06,67.6,grapes
18.4,32.1,31.3,35.4,35.9,5.49,95.1,mango
22.3,130.5,202.8,22.3,84.0,5.82,68.9,grapes
99.5,31.5,11.3,24.5,73.5,6.74,95.7,cotton
99.4,18.8,49.8,24.3,79.8,6.68,163.4,jute
120.7,31.3,31.2,25.0,57.4,7.24,159.2,coffee
75.0,26.9,38.5,27.0,55.9,6.12,182.2,coffee
23.2,20.1,14.1,20.9,93.4,7.46,116.0,orange
20.1,24.3,32.5,35.1,33.5,5.26,103.0,mango
22.7,22.6,9.4,21.8,90.5,6.15,114.9,orange
88.6,60.5,45.4,27.7,81.3,5.49,88.0,banana
102.8,45.1,29.9,29.4,91.0,6.63,192.0,rice
130.2,46.7,12.9,29.7,73.1,6.63,110.8,cotton
17.5,12.6,7.7,23.4,96.2,6.19,115.5,orange
66.2,45.6,30.4,22.5,89.9,6.42,221.3,rice
74.8,19.0,43.3,23.2,83.4,6.52,31.7,watermelon
22.6,25.6,28.2,30.9,51.3,5.76,102.4,mango
96.9,20.3,26.2,22.4,53.1,7.49,161.8,coffee
109.2,86.9,67.6,22.9,77.6,5.92,109.3,banana
17.9,129.2,205.0,22.2,82.0,6.69,65.1,grapes
95.3,82.4,44.7,27.2,76.9,5.39,125.6,banana
22.3,30.2,9.3,20.2,93.4,6.67,71.0,orange
82.1,43.9,39.7,29.2,85.4,6.22,213.9,rice
76.8,87.1,42.1,24.1,81.6,6.35,138.3,banana
27.0,141.3,160.0,24.5,82.9,5.68,92.1,grapes
14.9,11.2,24.1,28.3,43.9,5.2,89.1,mango
106.2,83.0,39.2,23.7,83.1,5.95,112.8,banana
103.1,53.8,15.0,26.0,69.0,6.93,107.4,cotton
15.6,23.2,9.4,25.6,88.4,7.48,115.8,orange
20.2,14.8,6.5,23.9,88.3,6.57,84.2,orange
16.4,24.7,32.1,29.4,57.5,6.02,98.6,mango
14.7,128.8,183.6,20.9,92.9,5.86,73.7,grapes
41.7,64.2,83.4,17.4,21.3,6.44,79.4,chickpea
81.3,30.4,13.1,25.2,62.1,6.13,94.8,maize
46.2,56.3,76.6,14.3,17.6,6.87,97.6,chickpea
34.2,55.2,82.0,20.5,21.0,7.94,62.8,chickpea
89.4,38.4,40.1,26.7,86.5,6.94,97.6,jute
119.7,40.1,26.0,31.2,60.3,7.01,70.1,cotton
101.1,13.2,59.4,25.2,79.8,6.7,48.2,watermelon
75.1,42.3,41.2,27.0,68.9,6.76,183.7,jute
84.0,49.4,34.5,25.5,79.2,6.62,198.8,rice
140.0,22.7,16.8,24.0,78.8,7.15,72.7,cotton
109.8,17.7,33.2,26.9,92.4,6.19,54.2,watermelon
40.6,82.8,79.3,25.9,17.3,6.41,100.7,chickpea
72.4,59.8,24.4,23.9,77.4,5.84,189.1,jute
101.2,47.9,37.6,24.9,49.8,6.19,142.5,coffee
15.4,39.9,18.2,18.0,73.0,6.67,58.3,lentil
95.9,22.9,22.8,21.1,66.5,6.58,165.8,coffee
110.0,12.9,39.2,20.6,85.4,6.77,39.3,watermelon
13.6,55.9,11.7,23.4,61.1,7.11,34.4,lentil
94.1,13.2,49.8,28.0,79.2,6.35,34.7,watermelon
22.5,18.0,32.7,37.1,53.4,5.84,57.3,mango
97.8,26.3,46.6,27.6,84.8,6.38,53.4,watermelon
110.5,51.9,28.4,25.8,62.8,6.84,64.0,cotton
93.3,78.0,38.7,25.4,75.0,5.28,115.9,banana
120.4,50.8,18.3,29.6,70.9,7.74,51.6,cotton
82.2,14.7,45.5,26.1,86.4,6.79,44.4,watermelon
27.6,31.1,27.6,33.7,44.6,5.98,104.7,mango
46.1,47.9,69.9,13.8,14.0,6.86,44.4,chickpea
84.3,51.6,30.4,22.2,79.3,6.26,215.4,rice
80.9,60.3,50.7,25.7,71.7,6.6,176.0,jute
104.7,28.1,28.3,27.2,59.2,5.72,201.7,coffee
26.1,54.8,20.2,20.3,58.0,7.18,28.0,lentil
73.1,55.5,30.7,24.0,82.7,7.22,146.8,jute
83.0,48.1,40.9,22.7,80.8,6.0,184.9,rice
134.9,37.5,6.1,23.3,73.8,7.12,65.4,cotton
68.2,58.4,31.8,26.2,68.8,5.63,77.9,maize
99.0,50.2,29.3,23.1,83.1,6.76,198.9,rice
82.4,17.6,35.5,24.7,56.6,5.95,199.0,coffee
15.8,117.6,205.0,25.2,77.3,5.95,69.9,grapes
19.8,9.4,7.5,19.4,93.6,7.25,105.1,orange
122.8,22.8,24.2,25.1,69.4,6.55,152.7,coffee
44.3,62.3,82.3,17.6,15.3,7.26,51.2,chickpea
69.7,39.0,35.8,21.7,84.1,6.96,205.4,rice
91.6,51.9,52.0,27.9,81.6,6.81,255.9,rice
46.7,52.9,83.0,15.2,18.8,7.4,78.6,chickpea
41.1,41.8,94.2,18.0,18.7,7.48,53.0,chickpea
25.9,24.4,33.8,33.1,42.5,6.11,83.2,mango
79.8,70.9,63.5,28.2,80.7,5.81,78.4,banana
14.4,125.9,197.0,26.0,78.8,6.14,87.4,grapes
102.0,72.4,74.0,24.3,81.4,5.23,159.0,banana
79.2,53.9,36.7,25.2,81.0,6.78,188.4,jute
97.9,14.5,55.8,24.1,74.8,6.72,48.8,watermelon
96.3,18.1,58.7,30.0,83.2,6.13,37.2,watermelon
99.9,21.7,42.7,27.7,87.4,6.67,70.3,watermelon
15.6,145.0,179.7,27.2,63.9,6.35,50.9,grapes
21.8,78.1,20.4,21.5,59.1,6.3,61.3,lentil
108.1,48.1,18.3,27.3,58.9,6.5,123.5,maize
51.8,54.1,63.3,19.4,14.0,7.59,42.7,chickpea
15.3,126.1,190.4,23.8,88.4,5.77,66.6,grapes
22.7,31.5,24.0,29.2,63.4,6.07,108.5,mango
101.8,21.2,34.0,24.6,46.1,6.5,146.2,coffee
100.5,12.1,64.3,25.0,89.5,6.88,35.7,watermelon
9.3,32.2,34.1,32.7,35.9,5.11,77.7,mango
91.0,43.5,33.5,24.4,84.9,6.81,164.9,rice
15.3,56.1,23.3,24.0,58.5,6.42,28.6,lentil
140.0,63.2,27.2,27.3,57.0,5.78,88.9,cotton
23.3,60.2,12.7,17.2,64.5,7.61,24.8,lentil
92.4,29.8,34.7,31.4,89.1,6.18,256.8,rice
86.3,20.6,33.4,21.5,84.3,7.02,35.9,watermelon
24.2,58.6,16.5,18.2,57.4,6.84,34.7,lentil
102.8,17.0,57.3,26.1,88.3,5.83,39.8,watermelon
109.6,53.1,30.9,26.0,89.9,6.6,236.7,rice
8.1,60.2,29.4,16.1,58.4,6.87,38.7,lentil
123.3,30.3,39.3,22.2,55.9,6.13,227.3,coffee
93.5,23.1,70.0,26.5,87.5,7.15,35.6,watermelon
14.0,145.0,158.8,24.0,84.7,5.47,81.4,grapes
117.3,91.5,61.8,26.9,66.5,6.41,111.9,banana
59.3,78.3,81.4,17.8,22.5,6.89,73.7,chickpea
13.1,13.7,13.4,25.3,89.2,7.23,91.3,orange
83.8,42.6,41.2,26.8,86.4,6.21,228.4,rice
5.7,17.8,14.8,26.0,94.3,7.26,127.1,orange
21.3,17.1,5.7,23.9,92.1,7.36,101.7,orange
99.0,51.9,21.7,20.3,65.7,6.63,97.9,maize
47.6,54.9,87.8,20.3,14.0,7.67,107.0,chickpea
25.0,24.3,21.3,30.9,46.1,5.51,98.7,mango
133.9,48.9,20.2,25.7,72.0,7.26,87.5,cotton
102.2,47.2,19.6,28.8,77.4,5.73,178.9,rice
138.3,50.0,20.2,28.5,68.2,7.44,100.1,cotton
85.2,30.2,22.9,22.9,67.3,6.32,204.3,coffee
20.5,145.0,194.6,24.7,82.3,6.42,77.3,grapes
75.3,38.2,18.4,26.5,58.2,6.71,105.0,maize
91.8,20.7,63.3,23.2,87.6,6.43,26.5,watermelon
91.1,90.4,53.6,29.9,74.6,5.29,122.6,banana
113.3,34.6,4.8,20.5,53.3,6.41,115.3,maize
33.4,53.9,68.5,19.7,17.6,6.91,75.3,chickpea
101.7,90.8,62.3,26.0,85.0,5.21,108.0,banana
88.4,20.5,41.2,26.8,82.1,5.72,26.6,watermelon
111.6,38.3,17.7,24.2,65.4,5.57,101.6,maize
64.2,30.9,38.0,23.1,78.5,5.82,248.0,rice
117.4,24.7,33.9,29.4,88.5,5.69,62.7,watermelon
98.2,94.4,42.2,26.9,76.3,6.33,143.2,banana
19.5,10.1,7.6,23.3,93.6,6.71,92.7,orange
107.5,36.8,39.1,24.5,69.8,7.77,160.5,coffee
83.5,89.0,37.6,27.7,95.2,5.75,94.4,banana
71.4,35.0,35.9,31.6,87.6,6.8,142.3,rice
19.8,133.0,180.5,27.3,85.7,5.89,55.1,grapes
17.2,139.6,205.0,22.0,83.4,6.38,44.9,grapes
108.6,88.1,48.9,28.0,73.2,5.93,94.2,banana
103.5,14.2,29.4,25.3,79.8,6.58,49.2,watermelon
21.2,69.3,17.6,18.3,80.2,6.2,46.9,lentil
95.1,17.6,46.3,25.4,87.2,6.61,40.1,watermelon
87.0,64.6,42.6,25.9,79.8,6.94,241.2,jute
15.7,65.5,31.4,19.4,73.2,6.9,26.9,lentil
18.1,13.3,4.1,22.4,90.0,7.08,122.4,orange
66.3,24.8,50.2,24.1,89.0,6.19,80.6,watermelon
22.5,66.9,11.1,19.5,46.7,7.67,58.9,lentil
11.6,71.8,15.7,21.2,71.8,6.96,32.6,lentil
30.2,25.1,47.9,34.6,48.3,6.31,85.1,mango
83.9,18.1,46.9,24.9,82.0,6.72,33.5,watermelon
17.4,10.9,12.1,26.7,88.1,6.92,75.3,orange
73.1,53.1,46.9,22.0,76.2,6.99,169.5,jute
92.5,40.0,30.4,25.3,53.9,8.17,164.3,coffee
74.5,65.6,29.3,26.3,81.4,6.71,164.8,jute
70.0,49.8,22.3,19.2,58.2,5.51,96.0,maize
14.9,19.6,6.6,21.5,95.1,7.35,94.3,orange
20.5,82.1,24.7,15.6,78.1,6.33,51.0,lentil
135.5,20.8,37.7,24.7,80.4,6.7,31.6,watermelon
95.4,25.4,23.1,28.6,55.9,5.89,81.2,maize
12.9,142.4,205.0,22.9,89.3,6.67,61.0,grapes
11.2,113.8,205.0,26.9,83.1,6.49,54.1,grapes
65.5,44.5,20.6,24.5,49.5,6.54,73.7,maize
15.5,31.3,20.3,32.6,53.8,5.93,97.9,mango
107.0,39.8,38.7,26.4,50.4,7.11,211.2,coffee
68.0,48.3,34.9,25.4,79.9,6.33,136.7,jute
74.2,18.3,23.8,24.1,63.8,6.47,102.5,maize
15.3,67.9,29.4,19.2,72.7,6.36,50.5,lentil
21.0,21.1,27.5,31.8,50.0,6.49,85.8,mango
102.5,32.7,28.7,23.4,59.7,7.53,173.5,coffee
135.0,56.9,28.9,25.8,67.9,7.53,84.3,cotton
96.6,33.5,20.8,25.2,64.6,6.95,187.0,coffee
96.9,40.4,23.6,27.0,60.8,6.22,84.9,maize
42.8,56.1,74.7,19.7,14.0,7.32,69.1,chickpea
100.7,16.2,49.2,23.3,85.0,6.47,49.2,watermelon
120.6,25.2,27.5,26.0,53.6,6.37,193.7,coffee
105.5,45.9,16.2,24.0,55.8,6.73,168.1,coffee
24.3,24.0,10.0,23.4,87.8,6.54,112.2,orange
14.7,23.4,27.1,35.1,61.3,6.22,69.5,mango
101.1,23.3,38.8,22.4,60.7,7.8,122.3,coffee
124.4,39.3,13.4,28.0,69.1,7.2,58.0,cotton
112.6,90.6,39.4,26.9,80.2,5.83,67.4,banana
110.6,8.7,55.1,26.1,93.4,7.12,34.8,watermelon
108.8,75.9,54.0,26.2,75.6,5.98,85.4,banana
9.1,145.0,186.5,25.1,81.6,6.58,83.5,grapes
21.9,16.2,6.0,19.6,98.7,7.15,136.5,orange
17.1,16.4,11.8,23.2,96.0,6.89,105.9,orange
68.1,56.6,23.7,25.0,79.2,6.52,191.8,rice
94.0,23.3,17.6,26.4,46.7,6.24,220.1,coffee
24.0,25.1,14.8,29.6,94.8,6.91,109.4,orange
116.2,94.9,57.0,25.7,88.3,6.6,73.8,banana
90.5,53.7,28.2,22.2,64.1,6.47,78.7,maize
97.2,71.6,48.2,25.3,79.2,6.29,89.0,banana
137.4,36.5,28.8,24.9,70.6,7.41,86.7,cotton
111.4,30.3,17.9,25.8,70.0,7.43,174.7,coffee
18.1,24.5,34.5,33.0,47.3,5.08,118.0,mango
98.3,42.7,29.5,25.9,70.8,7.04,143.6,coffee
24.4,36.2,37.5,29.1,48.9,5.65,81.2,mango
82.5,43.4,49.1,28.1,76.2,6.62,162.8,jute
82.7,36.8,48.4,20.4,75.6,6.28,224.8,rice
65.6,58.6,33.1,27.0,76.3,7.07,194.8,jute
20.9,21.1,3.8,19.2,94.6,7.19,141.1,orange
17.7,13.5,18.7,22.8,92.8,7.13,140.8,orange
85.2,44.7,40.1,24.5,73.3,6.24,154.8,jute
14.6,14.3,14.9,26.6,93.1,6.56,119.3,orange
19.3,62.0,23.5,19.8,60.4,6.71,62.5,lentil
100.4,33.7,47.0,25.7,69.6,6.73,142.7,jute
93.8,55.6,23.6,30.3,87.8,7.52,99.6,cotton
90.7,77.7,49.8,31.6,91.0,5.59,87.2,banana
89.5,24.8,56.1,26.1,88.5,6.84,35.9,watermelon
100.6,31.7,17.9,26.5,55.5,6.37,191.7,coffee
17.0,29.2,21.3,33.7,50.8,6.28,97.1,mango
74.4,50.7,47.1,26.6,81.1,6.93,182.7,rice
108.1,15.5,49.0,26.7,87.5,6.15,63.3,watermelon
26.4,128.8,205.0,23.5,72.6,6.4,73.9,grapes
126.1,44.2,16.8,27.8,63.9,6.63,83.7,cotton
140.0,48.5,16.0,27.2,62.8,6.69,104.3,cotton
16.8,128.5,175.1,23.6,91.6,6.22,105.4,grapes
74.0,51.3,31.0,23.1,81.7,6.53,238.0,rice
116.3,13.0,27.2,26.9,65.2,6.37,153.7,coffee
70.6,46.2,21.4,23.2,75.4,6.04,127.0,maize
18.7,16.6,11.8,22.5,83.9,6.93,113.9,orange
23.6,20.0,35.5,33.1,58.3,6.23,73.5,mango
31.9,34.0,43.9,35.4,51.6,5.3,79.4,mango
19.4,78.7,14.2,24.0,71.7,6.5,40.0,lentil
59.3,41.8,43.3,31.1,87.2,7.09,211.2,rice
22.3,52.8,27.1,18.2,86.8,7.02,50.3,lentil
98.9,71.9,14.7,23.4,64.1,6.34,106.7,maize
18.6,136.5,197.5,26.9,87.5,5.78,76.8,grapes
87.9,10.1,58.2,26.1,88.5,6.89,42.2,watermelon
108.8,76.9,49.7,27.2,77.6,6.0,106.9,banana
24.3,123.4,180.0,21.5,78.9,6.13,77.4,grapes
17.3,142.3,161.7,24.0,83.1,5.92,84.1,grapes
94.1,25.5,31.4,23.8,48.3,6.34,174.7,coffee
38.6,58.1,79.5,16.6,32.2,7.17,70.1,chickpea
30.1,41.2,94.9,22.0,17.1,7.07,43.7,chickpea
84.6,40.3,34.9,27.6,80.6,6.58,225.5,rice
